heuristic,model,graph,seed,k,spread,community,fairness,budget,time
CELF,WC,lastfm_un,1,72,0.18859408447009443,0.1259524645155754,0.09139222066847823,0.14155021476362786,0.004994110703043022
CELF,WC,lastfm_un,1,73,0.18859408447009443,0.1259583897750949,0.09139226119491195,0.14155021476362786,0.004994110703043022
CELF,WC,lastfm_un,1,74,0.18859408447009443,0.1259583897750949,0.09139226119491195,0.14155021476362786,0.004994110703043022
CELF,WC,lastfm_un,1,75,0.18859408447009443,0.1259583897750949,0.09139226119491195,0.14155021476362786,0.004994110703043022
CELF,WC,lastfm_un,1,76,0.18901622507869884,0.12625084315924856,0.09160267759099475,0.14167162224821406,0.004994110703043022
CELF,WC,lastfm_un,1,77,0.18901622507869884,0.12625084315924856,0.09160267759099475,0.14167162224821406,0.004994110703043022
CELF,WC,lastfm_un,1,78,0.18930247901364114,0.12645432360489456,0.09174497557459649,0.1417505075936725,0.004994110703043022
CELF,WC,lastfm_un,1,79,0.18954817681007344,0.1266239082048943,0.09186712318494775,0.1418171570939199,0.004994110703043022
CELF,WC,lastfm_un,1,80,0.18954817681007344,0.1266239082048943,0.09186712318494775,0.1418171570939199,0.004994110703043022
CELF,WC,lastfm_un,1,81,0.18996984522560334,0.12691835707300547,0.09207655725814237,0.1419275743818752,0.004994110703043022
CELF,WC,lastfm_un,1,82,0.19026189664218257,0.12724263195300825,0.09222433658843379,0.14200313452885374,0.004994110703043022
CELF,WC,lastfm_un,1,83,0.19040148216159497,0.12733954491265273,0.09229398944311297,0.14203870120373344,0.004994110703043022
CELF,WC,lastfm_un,1,84,0.19051564795383,0.1274199505486849,0.09235659686582695,0.14206729859347791,0.004994110703043022
CELF,WC,lastfm_un,1,85,0.19074899003147952,0.12767029005523764,0.09247357994583316,0.14212437638902997,0.004994110703043022
CELF,WC,lastfm_un,1,86,0.19108411594963273,0.12790404253429266,0.09264149211592398,0.14220333000596846,0.004994110703043022
CELF,WC,lastfm_un,1,87,0.19108411594963273,0.12790404253429266,0.09264149211592398,0.14220333000596846,0.004994110703043022
CELF,WC,lastfm_un,1,88,0.19110898478488983,0.1279211967478984,0.09265388260637199,0.1422089777304787,0.004994110703043022
CELF,WC,lastfm_un,1,89,0.1911169202518363,0.12792691851176674,0.09265783562913729,0.14221074358703298,0.004994110703043022
CELF,WC,lastfm_un,1,90,0.19128428646379853,0.12804341056397056,0.09274118348964347,0.1422472435488473,0.004994110703043022
CELF,WC,lastfm_un,1,91,0.19144719307450156,0.1281562400497089,0.09282304676802303,0.1422819407624166,0.004994110703043022
CELF,WC,lastfm_un,1,92,0.1915425760755509,0.1282230731519719,0.09287052767524911,0.14230174522977154,0.004994110703043022
CELF,WC,lastfm_un,1,93,0.19172005508919202,0.12834632241031038,0.0929589792628554,0.14233780688744985,0.004994110703043022
CELF,WC,lastfm_un,1,94,0.19172005508919202,0.12834632241031038,0.0929590028215383,0.14233780688744985,0.004994110703043022
CELF,WC,lastfm_un,1,95,0.19172005508919202,0.12834805590548448,0.0929590028215383,0.14233780688744985,0.004994110703043022
CELF,WC,lastfm_un,1,96,0.19174801941238193,0.12836760116995952,0.09297291124341531,0.14234314543131243,0.004994110703043022
CELF,WC,lastfm_un,1,97,0.19174801941238193,0.12836760116995952,0.09297291124341531,0.14234314543131243,0.004994110703043022
CELF,WC,lastfm_un,1,98,0.19181428384050367,0.12841805944613652,0.09300600448132974,0.14235517225617342,0.004994110703043022
CELF,WC,lastfm_un,1,99,0.19181428384050367,0.12841805944613652,0.09300614785060494,0.14235517225617342,0.004994110703043022
CELF,WC,lastfm_un,2,0,0.01328174186778594,0.0030840081398871254,0.0022239664315545035,0.012979765768871167,0.0026563483735571876
CELF,WC,lastfm_un,2,1,0.02379854407135362,0.007582057774089836,0.005047012883780431,0.023016969910365788,0.0047597088142707225
CELF,WC,lastfm_un,2,2,0.03473613588667366,0.012194602697194233,0.00869098128459566,0.033294275900691984,0.0069472271773347305
CELF,WC,lastfm_un,2,3,0.04567917103882477,0.018236874918141226,0.01303005568158787,0.04326783792685872,0.0069472271773347305
CELF,WC,lastfm_un,2,4,0.055149475341028334,0.024418775182032705,0.017456100893010702,0.05175188422189434,0.0069472271773347305
CELF,WC,lastfm_un,2,5,0.06345076075550893,0.02864201730835765,0.020093535271500054,0.05903679639276219,0.0069472271773347305
CELF,WC,lastfm_un,2,6,0.07073008919202518,0.03502720149638583,0.0241493914502856,0.06526127375961994,0.0069472271773347305
CELF,WC,lastfm_un,2,7,0.08017646904512067,0.040430999147505996,0.02754317994071182,0.07314251449684911,0.0069472271773347305
CELF,WC,lastfm_un,2,8,0.08509624868835257,0.04482850629559211,0.03145613900206441,0.07717065238323235,0.0069472271773347305
CELF,WC,lastfm_un,2,9,0.09085775183630641,0.04923365322366033,0.03388784250632028,0.08180665609224841,0.0069472271773347305
CELF,WC,lastfm_un,2,10,0.09407810860440714,0.05115343288309264,0.03540558026619085,0.08434574308280371,0.0069472271773347305
CELF,WC,lastfm_un,2,11,0.09784169727177336,0.053563848837576505,0.036831237098522054,0.08726691343222948,0.0069472271773347305
CELF,WC,lastfm_un,2,12,0.1043031873032529,0.05799105536275427,0.039278754146328226,0.09219429561225229,0.0069472271773347305
CELF,WC,lastfm_un,2,13,0.10513621458551943,0.05961633435009335,0.04237028040848173,0.0928211614320057,0.0069472271773347305
CELF,WC,lastfm_un,2,14,0.10999119884575026,0.06238331007864471,0.044342476850754195,0.09642132289506725,0.0069472271773347305
CELF,WC,lastfm_un,2,15,0.11472172088142707,0.06507285899677163,0.0462622112136704,0.0998556336791023,0.0069472271773347305
CELF,WC,lastfm_un,2,16,0.11763153200419728,0.06689614585475645,0.047439865724989955,0.10193923030170532,0.0069472271773347305
CELF,WC,lastfm_un,2,17,0.1208006427072403,0.06930864156516905,0.04872662192291535,0.10417868550646901,0.0069472271773347305
